1,0.496699764394996
2,0.492888608049711
3,0.489612830787253
4,0.487743213873526
5,0.485198766934952
6,0.481700735473091
7,0.477987869099927
8,0.475692853346744
9,0.473324807818773
10,0.471581920677839
11,0.468429369568014
12,0.466615191851149
13,0.463159082858015
14,0.460595776017556
15,0.458712860540466
16,0.455191342235421
17,0.452314293911588
18,0.448921022987812
19,0.446894930642514
20,0.443163841355678
21,0.439760245243763
22,0.436746418702889
23,0.432487088849896
24,0.431908968560220
25,0.428405066571941
26,0.425749342458368
27,0.422774105046101
28,0.420257222065363
29,0.418024158767796
30,0.414745762033516
31,0.410435170369891
32,0.408130956803238
33,0.405162131471487
34,0.401886814170208
35,0.400153742517774
36,0.396768884466402
37,0.393924695506108
38,0.392273880944662
39,0.389184228555133
40,0.386327682711355
41,0.383820402389187
42,0.380394096090544
43,0.377450200675392
44,0.373852870206634
45,0.371753403643042
46,0.369530405022896
47,0.367055635908303
48,0.363445017540569
49,0.360777877865324
50,0.357909603389194
51,0.355660572835097
